source_file,source_path,source_index,condition,dataset_label,replicate,Pt,T_s,Vf_V_vs_Ref,Im_A,Vu_V,Sig_V,Ach_V,IERange,Over,Temp_deg_C
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,10,10,-0.0999565,0.000345473,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,11,11,-0.0999165,0.000338607,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,12,12,-0.0999465,0.000332175,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,13,13,-0.0999365,0.000326875,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,14,14,-0.0999365,0.000321609,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,15,15,-0.0999365,0.000316543,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,16,16,-0.0999365,0.000312144,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,17,17,-0.0999565,0.000308677,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,18,18,-0.0999365,0.000306944,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,19,19,-0.0999665,0.000303811,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,20,20,-0.0999365,0.000301545,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,21,21,-0.0999065,0.000299112,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,22,22,-0.0999365,0.000297479,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,23,23,-0.0999365,0.000295779,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,24,24,-0.0999365,0.000294379,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,25,25,-0.0999665,0.000293946,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,26,26,-0.0999465,0.000293346,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,27,27,-0.0999265,0.000292879,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,28,28,-0.0999165,0.000292979,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,29,29,-0.0999165,0.000293346,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,30,30,-0.0999165,0.000293013,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,31,31,-0.0999365,0.000294279,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,32,32,-0.0999565,0.000295279,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,33,33,-0.0999565,0.000295946,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,34,34,-0.0999265,0.000296779,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,35,35,-0.0999465,0.000297745,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,36,36,-0.0999265,0.000298512,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,37,37,-0.0999365,0.000299445,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,38,38,-0.0999465,0.000301278,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,39,39,-0.0999465,0.000302178,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,40,40,-0.0999365,0.000303411,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,41,41,-0.0999165,0.000304678,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,42,42,-0.0999365,0.000305911,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,43,43,-0.0999365,0.000307544,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,44,44,-0.0999265,0.000308211,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,45,45,-0.0999665,0.000309844,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,46,46,-0.0999765,0.00031081,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,47,47,-0.0999165,0.000312077,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,48,48,-0.0999165,0.00031331,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,49,49,-0.0999665,0.000314477,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,50,50,-0.0999365,0.00031491,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,51,51,-0.0999365,0.000315743,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,52,52,-0.0999465,0.000317076,0.0,-0.0999643,0.0,9,...........,1483.22
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,53,53,-0.0999465,0.000318176,0.0,-0.0999643,0.0,9,...........,1483.31
20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1.DTA,1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,20260617_223153_001_PBSNO3-layers--rpm_1600CHRONOA_1,1,54,54,-0.0999365,0.000318976,0.0,-0.0999643,0.0,9,...........,1483.31
